transaction_id,product_id,customer_id,sale_date,quantity_sold,price_per_unit,discount_applied,store_id
TXN013180,PROD0035,CUST00141,2024-02-27,1,2820.16,0.0,STORE10
TXN013181,PROD0065,CUST00256,2024-05-15,1,4097.02,0.0,STORE10
TXN013182,PROD0075,CUST00038,2024-10-31,3,4893.06,0.08,STORE02
TXN013183,PROD0014,CUST00141,2024-07-17,1,1465.18,0.02,STORE04
TXN013184,PROD0086,CUST00116,2024-05-05,5,3731.34,0.04,STORE02
TXN013185,PROD0044,CUST00081,2024-06-17,2,2722.73,0.11,STORE01
TXN013186,PROD0029,CUST00266,2024-06-28,4,2133.08,0.0,STORE03
TXN013187,PROD0007,CUST00413,2024-09-28,1,3527.16,0.05,STORE02
TXN013188,PROD0082,CUST00238,2024-03-23,3,3994.42,0.0,STORE05
TXN013189,PROD0030,CUST00368,2024-04-15,1,3463.49,0.0,STORE10
TXN013190,PROD0017,CUST00304,2024-01-03,4,258.68,0.0,STORE06
TXN013191,PROD0088,CUST00131,2024-07-08,3,675.82,0.06,STORE07
TXN013192,PROD0037,CUST00302,2024-05-26,2,1311.02,0.0,STORE05
TXN013193,PROD0029,CUST00334,2024-03-11,3,4181.35,0.0,STORE09
TXN013194,PROD0093,CUST00375,2024-03-28,1,3583.13,0.08,STORE07
TXN013195,PROD0085,CUST00098,2024-09-29,1,4583.53,0.05,STORE07
TXN013196,PROD0066,CUST00408,2024-02-25,3,2332.7,0.0,STORE05
TXN013197,PROD0061,CUST00315,2024-12-03,3,4794.81,0.0,STORE04
TXN013198,PROD0004,CUST00124,2024-03-26,4,1824.96,0.08,STORE01
TXN013199,PROD0071,CUST00368,2024-12-20,3,884.95,0.0,STORE01
TXN013200,PROD0013,CUST00420,2024-03-08,1,4533.68,0.0,STORE03
TXN013201,PROD0094,CUST00223,2024-01-03,4,1531.66,0.0,STORE06
TXN013202,PROD0086,CUST00486,2024-09-30,1,4613.37,0.0,STORE03
TXN013203,PROD0091,CUST00083,2024-02-05,1,1243.51,0.15,STORE04
TXN013204,PROD0007,CUST00440,2024-09-17,2,4718.25,0.08,STORE06
TXN013205,PROD0038,CUST00110,2024-06-25,2,1551.26,0.0,STORE02
TXN013206,PROD0072,CUST00372,2024-02-10,2,4851.24,0.0,STORE03
TXN013207,PROD0050,CUST00481,2024-10-02,3,2664.34,0.08,STORE01
TXN013208,PROD0017,CUST00268,2024-04-09,4,623.96,0.0,STORE09
TXN013209,PROD0087,CUST00160,2024-10-09,3,1463.28,0.0,STORE06
TXN013210,PROD0034,CUST00429,2024-12-09,1,3596.74,0.0,STORE02
TXN013211,PROD0096,CUST00367,2024-03-10,5,539.34,0.0,STORE09
TXN013212,PROD0061,CUST00421,2024-06-04,3,481.52,0.04,STORE05
TXN013213,PROD0053,CUST00488,2024-10-15,5,4807.95,0.0,STORE03
TXN013214,PROD0034,CUST00421,2024-10-17,1,375.0,0.0,STORE01
TXN013215,PROD0040,CUST00025,2024-08-24,5,4397.45,0.0,STORE09
TXN013216,PROD0051,CUST00364,2024-08-09,5,228.66,0.0,STORE05
TXN013217,PROD0023,CUST00233,2024-08-31,2,4716.64,0.0,STORE05
TXN013218,PROD0012,CUST00130,2024-01-28,2,1391.78,0.0,STORE04
TXN013219,PROD0006,CUST00031,2024-07-21,1,2628.87,0.0,STORE04
TXN013220,PROD0084,CUST00200,2024-04-15,3,369.44,0.0,STORE04
TXN013221,PROD0062,CUST00496,2024-10-30,5,4234.76,0.12,STORE01
TXN013222,PROD0074,CUST00263,2024-01-02,4,270.34,0.0,STORE08
TXN013223,PROD0029,CUST00453,2024-03-05,5,2056.57,0.0,STORE06
TXN013224,PROD0060,CUST00061,2024-10-26,1,3345.1,0.0,STORE01
TXN013225,PROD0079,CUST00159,2024-07-06,2,1242.75,0.0,STORE04
TXN013226,PROD0049,CUST00444,2024-11-08,4,1700.22,0.13,STORE09
TXN013227,PROD0021,CUST00195,2024-07-29,1,2139.28,0.0,STORE10
TXN013228,PROD0058,CUST00468,2024-11-25,1,3297.45,0.0,STORE06
TXN013229,PROD0025,CUST00108,2024-05-15,1,2266.88,0.0,STORE02
TXN013230,PROD0036,CUST00285,2024-06-11,3,1328.88,0.0,STORE03
TXN013231,PROD0015,CUST00469,2024-05-25,2,1486.32,0.0,STORE03
TXN013232,PROD0036,CUST00141,2024-05-08,4,4042.84,0.0,STORE02
TXN013233,PROD0033,CUST00348,2024-03-23,2,2431.58,0.11,STORE04
TXN013234,PROD0030,CUST00359,2024-06-10,4,2998.82,0.03,STORE04
TXN013235,PROD0050,CUST00064,2024-10-30,5,2418.35,0.13,STORE03
TXN013236,PROD0006,CUST00121,2024-05-02,4,617.28,0.0,STORE02
TXN013237,PROD0030,CUST00240,2024-11-19,3,4740.5,0.0,STORE05
TXN013238,PROD0098,CUST00312,2024-07-15,4,2210.42,0.0,STORE07
TXN013239,PROD0090,CUST00198,2024-04-23,4,2857.64,0.0,STORE06
TXN013240,PROD0094,CUST00129,2024-02-08,4,4928.81,0.0,STORE01
TXN013241,PROD0073,CUST00125,2024-09-05,4,3519.39,0.0,STORE08
TXN013242,PROD0100,CUST00314,2024-05-28,2,4142.04,0.02,STORE07
TXN013243,PROD0009,CUST00410,2024-02-22,3,3509.8,0.0,STORE07
TXN013244,PROD0040,CUST00242,2024-10-07,2,4192.0,0.14,STORE01
TXN013245,PROD0024,CUST00034,2024-08-19,4,1987.39,0.0,STORE08
TXN013246,PROD0016,CUST00009,2024-11-22,3,273.03,0.0,STORE02
TXN013247,PROD0066,CUST00368,2024-11-23,3,636.21,0.0,STORE02
TXN013248,PROD0053,CUST00397,2024-03-29,4,4936.47,0.14,STORE10
TXN013249,PROD0026,CUST00462,2024-10-31,4,799.36,0.0,STORE03
TXN013250,PROD0050,CUST00478,2024-10-25,1,2734.19,0.0,STORE06
TXN013251,PROD0032,CUST00316,2024-05-26,1,2451.99,0.2,STORE01
TXN013252,PROD0052,CUST00449,2024-04-20,2,3859.31,0.09,STORE02
TXN013253,PROD0003,CUST00084,2024-01-04,3,4275.94,0.09,STORE02
TXN013254,PROD0029,CUST00265,2024-09-03,3,839.47,0.0,STORE01
TXN013255,PROD0035,CUST00159,2024-07-26,4,4616.66,0.1,STORE02
TXN013256,PROD0069,CUST00230,2024-12-27,5,3549.25,0.02,STORE07
TXN013257,PROD0040,CUST00197,2024-07-18,1,2059.65,0.0,STORE10
TXN013258,PROD0035,CUST00316,2024-05-04,4,4950.83,0.0,STORE02
TXN013259,PROD0035,CUST00104,2024-07-28,4,4633.56,0.0,STORE03
TXN013260,PROD0022,CUST00115,2024-05-22,5,1755.62,0.0,STORE06
TXN013261,PROD0072,CUST00163,2024-06-05,4,288.94,0.0,STORE07
TXN013262,PROD0079,CUST00268,2024-06-09,2,3587.9,0.0,STORE09
TXN013263,PROD0093,CUST00422,2024-07-29,1,941.17,0.0,STORE06
TXN013264,PROD0066,CUST00205,2024-09-12,5,4931.57,0.0,STORE08
TXN013265,PROD0008,CUST00266,2024-01-04,2,4730.49,0.0,STORE02
TXN013266,PROD0085,CUST00286,2024-02-13,3,1022.95,0.0,STORE08
TXN013267,PROD0012,CUST00488,2024-01-05,2,3849.1,0.0,STORE01
TXN013268,PROD0023,CUST00114,2024-08-24,4,3012.78,0.0,STORE03
TXN013269,PROD0076,CUST00490,2024-10-04,5,1612.77,0.0,STORE03
TXN013270,PROD0058,CUST00412,2024-10-17,1,4504.24,0.0,STORE05
TXN013271,PROD0048,CUST00282,2024-08-10,3,4513.86,0.14,STORE04
TXN013272,PROD0099,CUST00083,2024-05-13,3,3901.39,0.0,STORE07
TXN013273,PROD0018,CUST00079,2024-07-04,1,2109.08,0.16,STORE03
TXN013274,PROD0089,CUST00425,2024-03-11,5,4315.28,0.0,STORE09
TXN013275,PROD0036,CUST00490,2024-04-28,4,4038.75,0.0,STORE08
TXN013276,PROD0008,CUST00410,2024-05-25,2,212.22,0.0,STORE05
TXN013277,PROD0014,CUST00150,2024-06-30,4,2764.74,0.0,STORE09
TXN013278,PROD0015,CUST00107,2024-09-26,4,1607.02,0.0,STORE10
TXN013279,PROD0053,CUST00105,2024-06-27,1,2624.61,0.0,STORE10
TXN013280,PROD0007,CUST00009,2024-03-27,2,1088.38,0.0,STORE10
TXN013281,PROD0075,CUST00224,2024-07-04,4,2293.81,0.18,STORE01
TXN013282,PROD0068,CUST00061,2024-10-08,1,3892.24,0.0,STORE05
TXN013283,PROD0013,CUST00321,2024-03-13,5,4788.32,0.0,STORE03
TXN013284,PROD0056,CUST00442,2024-02-13,4,609.53,0.0,STORE05
TXN013285,PROD0025,CUST00120,2024-07-31,5,170.28,0.06,STORE04
TXN013286,PROD0065,CUST00197,2024-01-02,2,1924.67,0.1,STORE06
TXN013287,PROD0046,CUST00308,2024-01-19,3,4106.13,0.0,STORE09
TXN013288,PROD0018,CUST00102,2024-11-09,4,4872.47,0.0,STORE05
TXN013289,PROD0061,CUST00153,2024-10-04,2,4589.03,0.18,STORE06
TXN013290,PROD0009,CUST00327,2024-11-22,3,2170.88,0.0,STORE03
TXN013291,PROD0025,CUST00303,2024-11-28,5,2534.61,0.0,STORE05
TXN013292,PROD0011,CUST00457,2024-01-25,2,3524.55,0.0,STORE07
TXN013293,PROD0010,CUST00338,2024-12-29,5,3061.93,0.0,STORE02
TXN013294,PROD0043,CUST00337,2024-10-17,3,3478.79,0.0,STORE05
TXN013295,PROD0045,CUST00495,2024-04-13,1,1715.25,0.0,STORE06
TXN013296,PROD0048,CUST00484,2024-11-23,1,739.53,0.06,STORE04
TXN013297,PROD0090,CUST00082,2024-05-29,3,2583.72,0.0,STORE02
TXN013298,PROD0026,CUST00130,2024-06-26,2,4111.93,0.0,STORE06
TXN013299,PROD0047,CUST00379,2024-05-20,4,1313.57,0.04,STORE04
TXN013300,PROD0066,CUST00210,2024-12-22,2,3219.3,0.0,STORE02
TXN013301,PROD0051,CUST00244,2024-01-06,1,1894.72,0.0,STORE10
TXN013302,PROD0029,CUST00134,2024-02-02,5,1181.96,0.0,STORE01
TXN013303,PROD0053,CUST00142,2024-04-29,5,3960.21,0.0,STORE08
TXN013304,PROD0093,CUST00500,2024-03-14,3,4390.72,0.19,STORE02
TXN013305,PROD0081,CUST00431,2024-03-03,2,3405.12,0.0,STORE03
TXN013306,PROD0058,CUST00272,2024-09-03,2,4053.72,0.0,STORE10
TXN013307,PROD0044,CUST00338,2024-10-30,1,2147.21,0.0,STORE08
TXN013308,PROD0046,CUST00255,2024-03-05,5,173.9,0.02,STORE01
TXN013309,PROD0010,CUST00180,2024-08-13,5,4099.8,0.0,STORE08
TXN013310,PROD0056,CUST00124,2024-11-28,2,1498.16,0.0,STORE05
TXN013311,PROD0058,CUST00204,2024-02-29,5,3213.88,0.0,STORE08
TXN013312,PROD0052,CUST00454,2024-07-16,5,1798.67,0.0,STORE01
TXN013313,PROD0005,CUST00430,2024-10-16,2,3222.43,0.05,STORE03
TXN013314,PROD0081,CUST00248,2024-06-11,5,2382.6,0.0,STORE04
TXN013315,PROD0061,CUST00432,2024-10-18,2,922.36,0.0,STORE06
TXN013316,PROD0011,CUST00209,2024-03-14,5,2256.38,0.07,STORE06
TXN013317,PROD0026,CUST00128,2024-07-09,3,840.48,0.05,STORE09
TXN013318,PROD0001,CUST00439,2024-05-04,2,3467.05,0.12,STORE06
TXN013319,PROD0050,CUST00338,2024-10-31,1,4718.66,0.0,STORE09
TXN013320,PROD0014,CUST00081,2024-10-26,2,438.89,0.0,STORE10
TXN013321,PROD0084,CUST00352,2024-06-26,3,616.73,0.0,STORE08
TXN013322,PROD0073,CUST00155,2024-02-09,1,1610.73,0.0,STORE06
TXN013323,PROD0087,CUST00332,2024-07-04,2,468.49,0.13,STORE10
TXN013324,PROD0008,CUST00143,2024-08-07,1,3821.44,0.0,STORE02
TXN013325,PROD0064,CUST00257,2024-04-28,2,1580.71,0.19,STORE04
TXN013326,PROD0048,CUST00427,2024-04-14,3,4906.05,0.17,STORE08
TXN013327,PROD0073,CUST00362,2024-05-11,1,2272.67,0.0,STORE07
TXN013328,PROD0075,CUST00197,2024-04-30,1,2686.4,0.0,STORE09
TXN013329,PROD0002,CUST00472,2024-09-30,5,2467.7,0.0,STORE02
TXN013330,PROD0089,CUST00266,2024-01-18,5,1086.11,0.11,STORE04
TXN013331,PROD0077,CUST00318,2024-06-24,3,488.95,0.0,STORE08
TXN013332,PROD0043,CUST00334,2024-04-29,5,1208.69,0.0,STORE02
TXN013333,PROD0065,CUST00096,2024-12-17,1,3784.47,0.0,STORE01
TXN013334,PROD0066,CUST00280,2024-05-24,2,352.08,0.0,STORE03
TXN013335,PROD0031,CUST00418,2024-07-10,1,2802.14,0.0,STORE03
TXN013336,PROD0100,CUST00242,2024-04-13,5,2777.96,0.05,STORE06
TXN013337,PROD0018,CUST00428,2024-06-14,4,716.53,0.0,STORE01
TXN013338,PROD0038,CUST00303,2024-05-10,4,4774.67,0.0,STORE05
TXN013339,PROD0097,CUST00308,2024-03-18,1,3743.38,0.0,STORE10
TXN013340,PROD0063,CUST00218,2024-03-09,5,4287.48,0.0,STORE07
TXN013341,PROD0094,CUST00204,2024-10-12,3,2477.3,0.08,STORE04
TXN013342,PROD0080,CUST00310,2024-05-07,1,3264.04,0.13,STORE03
TXN013343,PROD0015,CUST00129,2024-11-13,1,1286.45,0.05,STORE06
TXN013344,PROD0044,CUST00397,2024-05-31,2,3225.4,0.0,STORE03
TXN013345,PROD0088,CUST00442,2024-08-02,3,230.97,0.0,STORE10
TXN013346,PROD0039,CUST00414,2024-12-14,2,434.2,0.0,STORE01
TXN013347,PROD0033,CUST00082,2024-06-13,1,4463.62,0.19,STORE02
TXN013348,PROD0057,CUST00369,2024-10-18,4,3179.98,0.0,STORE04
TXN013349,PROD0067,CUST00209,2024-02-05,4,4628.28,0.0,STORE09
TXN013350,PROD0030,CUST00138,2024-06-03,3,1687.66,0.19,STORE10
TXN013351,PROD0099,CUST00211,2024-09-01,5,4704.17,0.0,STORE01
TXN013352,PROD0036,CUST00031,2024-07-03,2,4061.83,0.0,STORE06
TXN013353,PROD0058,CUST00062,2024-09-30,5,993.08,0.0,STORE06
TXN013354,PROD0008,CUST00480,2024-03-10,2,354.8,0.0,STORE07
TXN013355,PROD0083,CUST00332,2024-07-08,5,1742.52,0.0,STORE06
TXN013356,PROD0015,CUST00133,2024-06-06,2,3586.08,0.13,STORE07
TXN013357,PROD0097,CUST00236,2024-11-10,4,1775.22,0.16,STORE01
TXN013358,PROD0056,CUST00135,2024-02-20,3,887.71,0.0,STORE10
TXN013359,PROD0092,CUST00492,2024-10-27,5,4491.56,0.17,STORE08
TXN013360,PROD0048,CUST00303,2024-02-06,3,3974.17,0.0,STORE08
TXN013361,PROD0052,CUST00314,2024-03-05,5,4962.32,0.0,STORE09
TXN013362,PROD0092,CUST00071,2024-06-04,3,3981.87,0.0,STORE08
TXN013363,PROD0022,CUST00170,2024-04-26,2,3533.18,0.0,STORE03
TXN013364,PROD0045,CUST00237,2024-12-23,2,4357.16,0.11,STORE08
TXN013365,PROD0003,CUST00286,2024-01-03,5,1697.33,0.0,STORE08
TXN013366,PROD0028,CUST00176,2024-10-31,5,2453.31,0.15,STORE02
TXN013367,PROD0093,CUST00283,2024-02-14,1,841.25,0.0,STORE01
TXN013368,PROD0050,CUST00361,2024-07-20,5,4312.38,0.02,STORE04
TXN013369,PROD0099,CUST00252,2024-03-07,1,3200.57,0.0,STORE01
TXN013370,PROD0051,CUST00338,2024-06-18,3,4444.3,0.03,STORE01
TXN013371,PROD0041,CUST00092,2024-03-22,5,2672.91,0.0,STORE04
TXN013372,PROD0001,CUST00326,2024-07-11,3,828.21,0.1,STORE05
TXN013373,PROD0083,CUST00057,2024-09-20,5,4645.32,0.0,STORE06
TXN013374,PROD0024,CUST00233,2024-05-01,2,2187.34,0.0,STORE03
TXN013375,PROD0074,CUST00344,2024-08-30,4,4764.54,0.0,STORE03
TXN013376,PROD0046,CUST00187,2024-11-18,5,4466.31,0.0,STORE05
TXN013377,PROD0022,CUST00190,2024-02-21,5,2281.66,0.0,STORE05
TXN013378,PROD0082,CUST00167,2024-06-29,2,4585.26,0.0,STORE03
TXN013379,PROD0037,CUST00273,2024-11-12,2,1297.95,0.17,STORE08
TXN013380,PROD0037,CUST00332,2024-07-17,4,1088.63,0.0,STORE06
TXN013381,PROD0096,CUST00389,2024-06-13,5,3862.93,0.0,STORE05
TXN013382,PROD0040,CUST00258,2024-01-09,5,1314.16,0.0,STORE04
TXN013383,PROD0069,CUST00110,2024-12-11,2,3509.19,0.0,STORE08
TXN013384,PROD0088,CUST00294,2024-06-10,5,1091.33,0.0,STORE07
TXN013385,PROD0075,CUST00195,2024-06-10,5,1067.78,0.14,STORE09
TXN013386,PROD0075,CUST00143,2024-05-30,1,1290.52,0.0,STORE02
TXN013387,PROD0014,CUST00163,2024-09-15,1,820.03,0.0,STORE09
TXN013388,PROD0046,CUST00222,2024-05-14,3,429.79,0.0,STORE07
TXN013389,PROD0010,CUST00464,2024-07-16,1,225.72,0.03,STORE10
TXN013390,PROD0034,CUST00262,2024-09-24,1,3691.42,0.0,STORE04
TXN013391,PROD0083,CUST00062,2024-01-26,1,1351.35,0.0,STORE05
TXN013392,PROD0091,CUST00262,2024-02-10,2,3381.79,0.0,STORE07
TXN013393,PROD0013,CUST00130,2024-01-04,1,905.08,0.0,STORE10
TXN013394,PROD0040,CUST00163,2024-02-03,4,3499.74,0.05,STORE06
TXN013395,PROD0076,CUST00366,2024-02-13,2,4682.19,0.0,STORE02
TXN013396,PROD0097,CUST00447,2024-03-01,4,3653.6,0.0,STORE05
TXN013397,PROD0007,CUST00161,2024-01-13,1,2966.95,0.0,STORE06
TXN013398,PROD0066,CUST00255,2024-11-27,4,2848.95,0.0,STORE06
TXN013399,PROD0071,CUST00478,2024-04-19,3,2962.37,0.0,STORE04
TXN013400,PROD0011,CUST00193,2024-04-08,2,1064.03,0.0,STORE09
TXN013401,PROD0100,CUST00337,2024-05-06,2,1395.78,0.17,STORE01
TXN013402,PROD0012,CUST00328,2024-07-16,5,2845.16,0.0,STORE09
TXN013403,PROD0036,CUST00151,2024-01-20,3,1376.69,0.0,STORE04
TXN013404,PROD0072,CUST00259,2024-05-17,3,4851.46,0.0,STORE01
TXN013405,PROD0065,CUST00328,2024-11-24,4,4879.55,0.0,STORE07
TXN013406,PROD0056,CUST00357,2024-04-11,1,2510.8,0.07,STORE02
TXN013407,PROD0072,CUST00192,2024-05-15,2,678.63,0.0,STORE09
TXN013408,PROD0046,CUST00087,2024-12-11,4,2675.48,0.0,STORE03
TXN013409,PROD0026,CUST00241,2024-01-17,4,3871.24,0.11,STORE08
TXN013410,PROD0017,CUST00462,2024-04-22,5,4982.47,0.0,STORE03
TXN013411,PROD0023,CUST00400,2024-11-11,5,3202.67,0.0,STORE05
TXN013412,PROD0045,CUST00095,2024-03-08,4,4571.2,0.0,STORE02
TXN013413,PROD0075,CUST00246,2024-11-04,5,2554.6,0.13,STORE04
TXN013414,PROD0017,CUST00197,2024-05-12,4,2544.45,0.0,STORE04
TXN013415,PROD0022,CUST00351,2024-05-22,3,1086.6,0.0,STORE07
TXN013416,PROD0055,CUST00105,2024-04-27,1,4218.39,0.0,STORE10
TXN013417,PROD0075,CUST00410,2024-04-06,5,2454.74,0.19,STORE03
TXN013418,PROD0076,CUST00371,2024-02-01,5,3558.55,0.0,STORE10
TXN013419,PROD0081,CUST00129,2024-06-04,5,2462.89,0.05,STORE06
TXN013420,PROD0096,CUST00200,2024-03-10,4,3692.03,0.0,STORE04
TXN013421,PROD0078,CUST00338,2024-08-05,3,4344.42,0.0,STORE10
TXN013422,PROD0039,CUST00259,2024-07-29,5,4805.75,0.0,STORE02
TXN013423,PROD0005,CUST00125,2024-10-26,5,2152.66,0.0,STORE02
TXN013424,PROD0050,CUST00201,2024-07-20,5,2569.78,0.0,STORE01
TXN013425,PROD0089,CUST00434,2024-03-15,2,3198.56,0.0,STORE05
TXN013426,PROD0012,CUST00349,2024-05-25,2,4878.96,0.0,STORE10
TXN013427,PROD0054,CUST00271,2024-09-26,5,2338.97,0.0,STORE03
TXN013428,PROD0068,CUST00463,2024-09-16,3,1847.53,0.1,STORE08
TXN013429,PROD0006,CUST00126,2024-02-20,5,3070.08,0.0,STORE01
TXN013430,PROD0029,CUST00266,2024-01-25,5,2285.2,0.02,STORE09
TXN013431,PROD0055,CUST00489,2024-11-08,3,2906.21,0.0,STORE09
TXN013432,PROD0075,CUST00209,2024-09-25,2,1393.19,0.0,STORE08
TXN013433,PROD0051,CUST00292,2024-07-24,1,2374.69,0.1,STORE05
TXN013434,PROD0013,CUST00471,2024-07-09,4,3644.95,0.0,STORE05
TXN013435,PROD0062,CUST00092,2024-01-07,4,1469.35,0.0,STORE07
TXN013436,PROD0032,CUST00018,2024-07-07,1,2288.36,0.15,STORE02
TXN013437,PROD0048,CUST00497,2024-01-15,1,289.26,0.0,STORE08
TXN013438,PROD0048,CUST00351,2024-01-30,3,2536.61,0.09,STORE07
TXN013439,PROD0012,CUST00149,2024-11-11,1,1907.7,0.0,STORE01
TXN013440,PROD0054,CUST00025,2024-09-25,5,1210.3,0.0,STORE08
TXN013441,PROD0069,CUST00043,2024-03-20,2,2329.7,0.0,STORE07
TXN013442,PROD0052,CUST00286,2024-01-09,4,2045.9,0.0,STORE07
TXN013443,PROD0081,CUST00372,2024-01-14,5,2391.77,0.0,STORE10
TXN013444,PROD0099,CUST00093,2024-10-18,5,2926.28,0.17,STORE05
TXN013445,PROD0086,CUST00391,2024-07-08,3,4895.66,0.12,STORE01
TXN013446,PROD0002,CUST00382,2024-08-06,5,1041.56,0.0,STORE03
TXN013447,PROD0090,CUST00368,2024-11-02,2,1496.05,0.0,STORE03
TXN013448,PROD0010,CUST00225,2024-08-28,1,1025.08,0.0,STORE07
TXN013449,PROD0061,CUST00414,2024-07-13,1,325.02,0.0,STORE02
TXN013450,PROD0085,CUST00402,2024-08-07,2,1613.22,0.0,STORE10
TXN013451,PROD0073,CUST00203,2024-05-15,4,2492.07,0.2,STORE08
TXN013452,PROD0032,CUST00246,2024-04-24,1,4761.01,0.06,STORE10
TXN013453,PROD0002,CUST00101,2024-01-04,3,3499.92,0.03,STORE08
TXN013454,PROD0054,CUST00495,2024-02-22,3,1849.51,0.0,STORE01
TXN013455,PROD0023,CUST00013,2024-04-24,4,1831.41,0.0,STORE08
TXN013456,PROD0067,CUST00137,2024-03-03,5,224.26,0.18,STORE03
TXN013457,PROD0023,CUST00035,2024-12-04,2,4774.14,0.0,STORE10
TXN013458,PROD0086,CUST00398,2024-07-14,2,926.69,0.0,STORE04
TXN013459,PROD0012,CUST00410,2024-01-09,2,2460.77,0.0,STORE10
TXN013460,PROD0021,CUST00467,2024-07-18,2,3372.36,0.0,STORE02
TXN013461,PROD0082,CUST00387,2024-10-17,4,783.4,0.0,STORE10
TXN013462,PROD0006,CUST00134,2024-05-14,2,2372.42,0.14,STORE02
TXN013463,PROD0066,CUST00253,2024-04-25,2,4000.09,0.0,STORE04
TXN013464,PROD0071,CUST00024,2024-05-28,2,2255.47,0.03,STORE03
TXN013465,PROD0097,CUST00229,2024-04-06,2,1718.68,0.2,STORE04
TXN013466,PROD0036,CUST00155,2024-11-13,2,3671.06,0.12,STORE04
TXN013467,PROD0035,CUST00364,2024-06-02,2,1756.78,0.0,STORE05
TXN013468,PROD0088,CUST00184,2024-02-14,5,1691.04,0.05,STORE09
TXN013469,PROD0007,CUST00134,2024-01-01,2,2589.95,0.0,STORE04
TXN013470,PROD0052,CUST00401,2024-03-09,3,1496.7,0.16,STORE08
TXN013471,PROD0078,CUST00123,2024-05-20,1,2985.65,0.15,STORE10
TXN013472,PROD0064,CUST00362,2024-01-23,1,751.35,0.0,STORE01
TXN013473,PROD0013,CUST00013,2024-10-22,3,3538.4,0.0,STORE06
TXN013474,PROD0060,CUST00234,2024-01-27,3,3786.93,0.0,STORE02
TXN013475,PROD0018,CUST00023,2024-03-13,2,615.89,0.0,STORE07
TXN013476,PROD0099,CUST00457,2024-11-08,4,3580.3,0.0,STORE10
TXN013477,PROD0047,CUST00303,2024-05-06,4,4684.43,0.0,STORE05
TXN013478,PROD0070,CUST00187,2024-02-19,1,4810.52,0.15,STORE05
TXN013479,PROD0056,CUST00284,2024-12-04,3,132.28,0.18,STORE01
TXN013480,PROD0078,CUST00235,2024-08-16,1,4239.5,0.0,STORE10
TXN013481,PROD0042,CUST00070,2024-10-15,2,4599.97,0.0,STORE10
TXN013482,PROD0048,CUST00090,2024-03-09,2,1919.63,0.0,STORE02
TXN013483,PROD0042,CUST00037,2024-07-27,3,2444.31,0.0,STORE05
TXN013484,PROD0099,CUST00334,2024-12-06,3,4866.6,0.0,STORE07
TXN013485,PROD0044,CUST00293,2024-12-29,1,3658.11,0.0,STORE02
TXN013486,PROD0063,CUST00197,2024-03-29,3,4445.87,0.0,STORE01
TXN013487,PROD0096,CUST00110,2024-10-04,5,673.47,0.0,STORE04
TXN013488,PROD0069,CUST00160,2024-03-24,4,3956.72,0.0,STORE06
TXN013489,PROD0023,CUST00031,2024-01-07,3,3784.17,0.0,STORE08
TXN013490,PROD0019,CUST00369,2024-02-13,1,1675.67,0.0,STORE04
TXN013491,PROD0071,CUST00236,2024-02-18,2,2674.93,0.03,STORE02
TXN013492,PROD0034,CUST00149,2024-09-06,1,1652.54,0.0,STORE03
TXN013493,PROD0062,CUST00252,2024-10-04,1,4231.58,0.1,STORE08
TXN013494,PROD0006,CUST00299,2024-10-15,3,4041.43,0.0,STORE10
TXN013495,PROD0098,CUST00248,2024-01-27,1,4293.96,0.0,STORE10
TXN013496,PROD0080,CUST00250,2024-09-26,3,2161.62,0.0,STORE05
TXN013497,PROD0096,CUST00232,2024-07-04,5,2558.74,0.0,STORE03
TXN013498,PROD0090,CUST00425,2024-12-01,5,565.22,0.0,STORE01
TXN013499,PROD0034,CUST00163,2024-11-05,3,4791.47,0.0,STORE01
TXN013500,PROD0061,CUST00243,2024-12-01,2,880.56,0.0,STORE08
TXN013501,PROD0074,CUST00157,2024-06-05,5,1731.52,0.0,STORE03
TXN013502,PROD0010,CUST00458,2024-10-03,3,1296.68,0.09,STORE04
TXN013503,PROD0054,CUST00027,2024-12-09,4,1258.72,0.0,STORE02
TXN013504,PROD0021,CUST00073,2024-05-17,4,3635.48,0.05,STORE01
TXN013505,PROD0095,CUST00327,2024-10-25,3,2958.36,0.0,STORE07
TXN013506,PROD0052,CUST00366,2024-04-29,3,3989.47,0.0,STORE01
TXN013507,PROD0027,CUST00481,2024-08-13,3,3086.07,0.15,STORE05
TXN013508,PROD0012,CUST00441,2024-10-03,3,3804.77,0.0,STORE10
TXN013509,PROD0064,CUST00336,2024-12-01,2,2739.19,0.0,STORE05
TXN013510,PROD0057,CUST00197,2024-11-29,1,3717.22,0.0,STORE05
TXN013511,PROD0068,CUST00337,2024-06-18,3,4143.21,0.0,STORE04
TXN013512,PROD0031,CUST00070,2024-10-22,2,1403.17,0.0,STORE08
TXN013513,PROD0055,CUST00049,2024-10-26,4,2739.78,0.0,STORE01
TXN013514,PROD0067,CUST00058,2024-12-02,5,3870.46,0.17,STORE05
TXN013515,PROD0055,CUST00109,2024-10-03,3,4523.57,0.0,STORE07
TXN013516,PROD0004,CUST00322,2024-03-24,2,3191.82,0.0,STORE10
TXN013517,PROD0026,CUST00234,2024-07-13,1,4142.35,0.0,STORE05
TXN013518,PROD0038,CUST00147,2024-01-09,3,4201.51,0.1,STORE07
TXN013519,PROD0030,CUST00281,2024-04-04,3,1531.32,0.0,STORE09
TXN013520,PROD0038,CUST00371,2024-07-22,1,1950.33,0.0,STORE09
